date_id,prediction
8194,1.001024085243517
8195,0.9969069136440222
8196,0.9976562120187034
8197,0.9969203604554157
8198,1.0057066599499942
8199,1.00024044687644
8200,0.998790368216086
8201,0.9975762548849446
8202,0.9975272787762908
8203,0.9990675745901969
8204,1.0033288008240666
8205,0.9966051002198548
8206,0.9969083592805363
8207,0.9937971663387611
8208,0.9917608309428543
8209,0.9893285404338306
8210,0.9850038625960484
8211,0.9867668442130814
8212,0.9875524326577716
8213,0.989286094066391
8214,0.989431562616633
8215,0.9859862856632837
8216,0.9905241427620113
8217,0.9863886387358086
8218,0.9828681217938493
8219,0.986706066589369
8220,0.9871866871954065
8221,0.9855463290526506
8222,0.9837169769079728
8223,0.9868808547411314
8224,0.9870199116776598
8225,0.9868799723593936
8226,0.9883644914208903
8227,0.9957864641607991
8228,0.9938432890708522
8229,0.9921609030621081
8230,0.9908936537925075
8231,0.9919610112820674
8232,0.9972055869629695
8233,0.9999096128839825
8234,0.990673830439367
8235,0.9920001402736137
8236,0.9890530902285003
8237,0.986366602244801
8238,0.9979800085787448
8239,0.9931845482045923
8240,0.9925850515760963
8241,0.9957207022397121
8242,0.9919689530112898
8243,0.9978064767534127
8244,0.9975317422674332
8245,0.9925923313986665
8246,0.9944251371232986
8247,0.9913553873393353
8248,0.9927237006369318
8249,0.990250503377209
8250,0.9979542743202565
8251,0.9969141874469416
8252,0.9940557174472913
8253,0.9919151168633716
8254,0.9952519884158976
8255,0.9977954313889136
8256,0.9974114951163141
8257,0.9959975758987176
8258,0.9994532107199083
8259,0.9930161965894542
8260,0.9929696659359132
8261,0.9933436523199345
8262,0.9910038533074335
8263,0.9906676868195827
8264,0.9873708821322839
8265,0.9897785440547369
8266,0.9885105416960048
8267,0.9874016793946617
8268,0.9875079532678733
8269,0.9878932279080691
8270,0.9909726658709788
8271,0.9844468155334204
8272,0.9845036701039104
8273,0.9899156778093052
8274,0.9911667060155226
8275,0.9919468128972437
8276,0.9909642153757269
8277,0.9869618009263846
8278,0.9864516482498504
8279,0.9858809118951308
8280,0.9720471620959089
8281,0.9792394751386597
8282,0.9763465983203072
8283,0.9849383425328422
8284,0.9789658237151612
8285,0.9862891353594383
8286,0.9881968350184327
8287,0.9864239844495021
8288,0.9823144388727184
8289,0.981600133294488
8290,0.9828956525813094
8291,0.9876543371069754
8292,0.9845551128258465
8293,0.9820000321913359
8294,0.9809794237354007
8295,0.9827553822025088
8296,0.9826130202199815
8297,0.9873401303474449
8298,0.9837731986388493
8299,0.9846799262255702
8300,0.9886905418099448
8301,0.9863853688566138
8302,0.9937284009350835
8303,0.9912045748972689
8304,0.9921567315272886
8305,0.9915617002309514
8306,0.9914758026308284
8307,0.9941222984639204
8308,0.9927672706203983
8309,0.9941300306659477
8310,0.9944352840003694
8311,0.9919660288650726
8312,0.9937025845892277
8313,0.9881796753999456
8314,0.9933634213416543
8315,0.9956728383795557
8316,0.9891691565951497
8317,0.9905489552206066
8318,0.9887383666867126
8319,0.990246965226907
8320,0.9888992389602616
8321,0.9890765729922524
8322,0.988794414116933
8323,0.9881037032575409
8324,0.9895592650013653
8325,0.9882105947434766
8326,0.9899293083573486
8327,0.9875215765776195
8328,0.986882949979999
8329,0.9861782195060724
8330,0.9860421080174502
8331,0.9862121416060631
8332,0.9876117745590811
8333,0.9889578159285468
8334,0.994694543119234
8335,0.9915762151111758
8336,0.9856175075428381
8337,0.9862616195383372
8338,0.9843549085480179
8339,0.9873362212507305
8340,0.9876672232332959
8341,0.9865125063083419
8342,0.9845824851955444
8343,0.9821236861191881
8344,0.9845581560310208
8345,0.9839883290084444
8346,0.9871149239161983
8347,0.9869098965116998
8348,0.9879452293596531
8349,0.9899911853341925
8350,0.9913146821101089
8351,0.9946630577012782
8352,0.9859829668155285
8353,0.9920027580909621
8354,0.9940598963516577
8355,0.9937713818010677
8356,0.9989956146077213
8357,0.9977418289356391
8358,1.0033961165823355
8359,0.9999847448257239
8360,1.0040014431343218
8361,1.0022472639112863
8362,0.9982499278351804
8363,0.9904226654907762
8364,0.9958302045388984
8365,0.9896795854283581
8366,0.9895490620179951
8367,0.9856999029346367
8368,0.9900228844490582
8369,0.9925884703311771
8370,0.9884055443013996
8371,0.9869018968721834
8372,0.986028228349704
8373,0.9866637899995657
8374,0.988488657191008
8375,0.989217690460616
8376,0.9867383213182943
8377,0.9833883677628842
8378,0.9860866107440492
8379,0.9830943672368999
8380,0.9819898834140252
8381,0.9801299579375548
8382,0.9849753087122315
8383,0.9836644681426443
8384,0.9841949854458023
8385,0.9851830892175641
8386,0.9806060109378149
8387,0.9801762259233492
8388,0.9794797869689439
8389,0.9802087007949631
8390,0.976747892824757
8391,0.9774047198500243
8392,0.9772028760523483
8393,0.9802686344828913
8394,0.9788847393719928
8395,0.9816260727675192
8396,0.9820171274377504
8397,0.9844428279866565
8398,0.981810197749191
8399,0.9772192793592583
8400,0.9748969718071732
8401,0.9724482551864342
8402,0.9742536654586584
8403,0.9751013737310105
